組成品號,版本,製程,材料(半成品),版本,用量,係數,lastUpdatedDate,順序
CMCRMLT+B,O,C02G,,,1,1,2018/3/1 12:00:00,11
CMCRMLT+B,O,C08G,PER088064 M0192,,1,1,2018/3/1 12:00:00,12
CMCRMLT+B,O,C071,PVA170123 M1067,,1,1,2018/3/1 12:00:00,13
CMCRMLT+B,O,C004,PT0121A   M0830,,1,1,2018/3/1 12:00:00,14
CMCRMLT+B,O,C0K8,PS3525A   M0315,,1,1,2018/3/1 12:00:00,15
CMCRMLT+B,O,C09U,,,1,1,2018/3/1 12:00:00,16
CMCRMLT+B,O,C094,,,1,1,2018/3/1 12:00:00,17
CMCRMLT+B,O,C0FB,,,1,1,2018/3/1 12:00:00,18
CMCRMLT+B,O,C09G,,,1,1,2018/3/1 12:00:00,19
CMCRMLT+B,O,C07E,,,1,1,2018/3/1 12:00:00,20
CMCRMLT+B,O,C0F0,,,1,1,2018/3/1 12:00:00,21
CMCRMLT+B,O,C0FA,,,1,1,2018/3/1 12:00:00,22
CPCT868W0850SEG,X2,C0B0,518W850SEGC1667,,1,1,2018/3/1 12:00:00,1
CPCT868W0850SEG,X2,C020,,,1,1,2018/3/1 12:00:00,2
CPCT868W0850SEG,X2,C068-B,,,1,1,2018/3/1 12:00:00,3
CPCT868W0850SEG,X2,C0C0,PC38401908M0194,,1,1,2018/3/1 12:00:00,4
CPCT868W0850SEG,X2,C0JG,,,1,1,2018/3/1 12:00:00,6
CPCT868W0850SEG,X2,C09C,,,1,1,2018/3/1 12:00:00,7
CPCT868W0850SEG,X2,C09D,,,1,1,2018/3/1 12:00:00,8
CPCT868W0850SEG,X2,C08G,PER4510QKPM0192,,1,1,2018/3/1 12:00:00,9
CPCT868W0850SEG,X2,C070,,,1,1,2018/3/1 12:00:00,10
CPCT868W0850SEG,X2,C07E,,,1,1,2018/3/1 12:00:00,11
CPCT868W0850SEG,X2,C004,P-33X33X05M0465,,1,1,2018/3/1 12:00:00,12
CPCT868W0850SEG,X2,C0FA,,,1,1,2018/3/1 12:00:00,13
CPCTV05W6047,X0,C0B0,5105W850R2C1667,,1,1,2018/3/1 12:00:00,1
CPCTV05W6047,X0,C020,,,1,1,2018/3/1 12:00:00,2
CPCTV05W6047,X0,C0C0,PC27602610M0194,,1,1,2018/3/1 12:00:00,4
CPCTV05W6047,X0,C0JG,,,1,1,2018/3/1 12:00:00,6
CPCTV05W6047,X0,C09C,,,1,1,2018/3/1 12:00:00,7
CPCTV05W6047,X0,C08G,PER4510QKPM0192,,1,1,2018/3/1 12:00:00,8
CPCTV05W6047,X0,C070,,,1,1,2018/3/1 12:00:00,9
CPCTV05W6047,X0,C0GW,884-3,,1,1,2018/3/1 12:00:00,10
CPCTV05W6047,X0,C021,,,1,1,2018/3/1 12:00:00,11
CPCTV05W6047,X0,C0GD,PVU6360270M0228,,1,1,2018/3/1 12:00:00,12
CPCTV05W6047,X0,C09D,,,1,1,2018/3/1 12:00:00,13
CPCTV05W6047,X0,C07E,,,1,1,2018/3/1 12:00:00,14
CPCTV05W6047,X0,C0F1,,,1,1,2018/3/1 12:00:00,15
CPCTV05W6047,X0,C004,PF269893  M0109,,1,1,2018/3/1 12:00:00,16
CPCTV05W6047,X0,C0FA,,,1,1,2018/3/1 12:00:00,17
CPCTV4W0850,X2,C0B0,514W0850-1C1667,,1,1,2018/3/1 12:00:00,1
CPCTV4W0850,X2,C050,,,1,1,2018/3/1 12:00:00,2
CPCTV4W0850,X2,C07K,,,1,1,2018/3/1 12:00:00,3
CPCTV4W0850,X2,C068,,,1,1,2018/3/1 12:00:00,5
CPCTV4W0850,X2,C0C0,PC38401908M0194,,1,1,2018/3/1 12:00:00,6
CPCTV4W0850,X2,C0JG,,,1,1,2018/3/1 12:00:00,8
CPCTV4W0850,X2,C09C,,,1,1,2018/3/1 12:00:00,9
CPCTV4W0850,X2,C08G,PER4510QKPM0192,,1,1,2018/3/1 12:00:00,10
CPCTV4W0850,X2,C071,,,1,1,2018/3/1 12:00:00,11
CPCTV4W0850,X2,C004,,,1,1,2018/3/1 12:00:00,12
CPCTV4W0850,X2,C0FA,,,1,1,2018/3/1 12:00:00,13
CPLTTPSPLE+B,X2,C0GS,PVAPI6040LM0896,,1,1,2018/3/1 12:00:00,1
CPLTTPSPLE+B,X2,C0B0,DPLTGLA25A,,1,1,2018/3/1 12:00:00,2
CPLTTPSPLE+B,X2,C060,,,1,1,2018/3/1 12:00:00,3
CPLTTPSPLE+B,X2,C070,,,1,1,2018/3/1 12:00:00,4
CPLTTPSPLE+B,X2,C0D6,8PLTP57   C1699,,1,1,2018/3/1 12:00:00,5
CPLTTPSPLE+B,X2,C0B1,DPLTTSPD+B,,1,1,2018/3/1 12:00:00,6
CPLTTPSPLE+B,X2,C071,,,1,1,2018/3/1 12:00:00,7
CPLTTPSPLE+B,X2,C02R,,,1,1,2018/3/1 12:00:00,8
CPLTTPSPLE+B,X2,C072,,,1,1,2018/3/1 12:00:00,9
CPLTTPSPLE+B,X2,C09M,,,1,1,2018/3/1 12:00:00,10
CPLTTPSPLE+B,X2,C0GE,,,1,1,2018/3/1 12:00:00,11
CPLTTPSPLE+B,X2,C0F0,,,1,1,2018/3/1 12:00:00,12
CPLTTPSPLE+B,X2,C0B2,E4FRAMEIC1C1699,,1,1,2018/3/1 12:00:00,13
CPLTTPSPLE+B,X2,C073,,,1,1,2018/3/1 12:00:00,14
CPLTTPSPLE+B,X2,C0C0,PC30301503M0194,,1,1,2018/3/1 12:00:00,15
CPLTTPSPLE+B,X2,C0D7,8DOLT2224 C1699,,1,1,2018/3/1 12:00:00,16
CPLTTPSPLE+B,X2,C020,,,1,1,2018/3/1 12:00:00,17
CPLTTPSPLE+B,X2,C074,,,1,1,2018/3/1 12:00:00,18
CPLTTPSPLE+B,X2,C0MB,,,1,1,2018/3/1 12:00:00,19
CPLTTPSPLE+B,X2,C0GD,PVAU2091JNM0197,,1,1,2018/3/1 12:00:00,20
CPLTTPSPLE+B,X2,C0H0,PVA538004BC1699,,1,1,2018/3/1 12:00:00,21
CPLTTPSPLE+B,X2,C0B3,E4FRAMEIC1C1699,,1,1,2018/3/1 12:00:00,22
CPLTTPSPLE+B,X2,C075,,,1,1,2018/3/1 12:00:00,23
CPLTTPSPLE+B,X2,C0F1,,,1,1,2018/3/1 12:00:00,24
CPLTTPSPLE+B,X2,C094,PTPLT4SQ  C1699,,1,1,2018/3/1 12:00:00,26
CPLTTPSPLE+B,X2,C0F2,,,1,1,2018/3/1 12:00:00,27
CPLTTPSPLE+B,X2,C004,PASA250250M0315,,1,1,2018/3/1 12:00:00,28
CPLTTPSPLE+B,X2,C0FA,,,1,1,2018/3/1 12:00:00,29
CPLTTSPLE+B,X2,C0GS,PVAPI6040LM0896,,1,1,2018/3/1 12:00:00,1
CPLTTSPLE+B,X2,C0B0,DPLTGLA25A,,1,1,2018/3/1 12:00:00,2
CPLTTSPLE+B,X2,C060,,,1,1,2018/3/1 12:00:00,3
CPLTTSPLE+B,X2,C070,,,1,1,2018/3/1 12:00:00,4
CPLTTSPLE+B,X2,C0D6,8PLTP57   C1699,,1,1,2018/3/1 12:00:00,5
CPLTTSPLE+B,X2,C0B1,DPLTTSPND+B,,1,1,2018/3/1 12:00:00,6
CPLTTSPLE+B,X2,C071,,,1,1,2018/3/1 12:00:00,7
CPLTTSPLE+B,X2,C02R,,,1,1,2018/3/1 12:00:00,8
CPLTTSPLE+B,X2,C072,,,1,1,2018/3/1 12:00:00,9
CPLTTSPLE+B,X2,C09M,,,1,1,2018/3/1 12:00:00,10
CPLTTSPLE+B,X2,C0GE,,,1,1,2018/3/1 12:00:00,11
CPLTTSPLE+B,X2,C0F0,,,1,1,2018/3/1 12:00:00,12
CPLTTSPLE+B,X2,C094,PT0138T   C1699,,1,1,2018/3/1 12:00:00,14
CPLTTSPLE+B,X2,C0F1,,,1,1,2018/3/1 12:00:00,15
CPLTTSPLE+B,X2,C004,PASA250250M0315,,1,1,2018/3/1 12:00:00,16
CPLTTSPLE+B,X2,C0FA,,,1,1,2018/3/1 12:00:00,17
CPUL806E2A,I,C020,Q80V06-V4 M0484,,1,1,2018/3/1 12:00:00,1
CPUL806E2A,I,C030,9PNAC4A   M0142,,1,1,2018/3/1 12:00:00,2
CPUL806E2A,I,C040,21733084M3M0233,,1,1,2018/3/1 12:00:00,3
CPUL806E2A,I,C070-B,,,1,1,2018/3/1 12:00:00,4
CPUL806E2A,I,C050-B,,,1,1,2018/3/1 12:00:00,5
CPUL806E2A,I,C060,,,1,1,2018/3/1 12:00:00,6
CPUL806E2A,I,C071,PT0064AD  M0201,,1,1,2018/3/1 12:00:00,7
CPUL806E2A,I,C0BA,51QA-NABE2M0507,,1,1,2018/3/1 12:00:00,8
CPUL806E2A,I,C072-B,,,1,1,2018/3/1 12:00:00,9
CPUL806E2A,I,C051-B,,,1,1,2018/3/1 12:00:00,10
CPUL806E2A,I,C07A-B,,,1,1,2018/3/1 12:00:00,11
CPUL806E2A,I,C061,,,1,1,2018/3/1 12:00:00,12
CPUL806E2A,I,C073,,,1,1,2018/3/1 12:00:00,13
CPUL806E2A,I,C021,,,1,1,2018/3/1 12:00:00,14
CPUL806E2A,I,C0D6,8SC3082,,1,1,2018/3/1 12:00:00,15
CPUL806E2A,I,C022,,,1,1,2018/3/1 12:00:00,16
CPUL806E2A,I,C074,,,1,1,2018/3/1 12:00:00,17
CPUL806E2A,I,C031,9PNAC4A   M0142,,1,1,2018/3/1 12:00:00,19
CPUL806E2A,I,C052-B,,,1,1,2018/3/1 12:00:00,20
CPUL806E2A,I,C062-B,,,1,1,2018/3/1 12:00:00,21
CPUL806E2A,I,C075,,,1,1,2018/3/1 12:00:00,22
CPUL806E2A,I,C0F1,,,1,1,2018/3/1 12:00:00,23
CPUL806E2A,I,C09C,,,1,1,2018/3/1 12:00:00,24
CPUL806E2A,I,C07E,,,1,1,2018/3/1 12:00:00,25
CPUL806E2A,I,C004,PT0064AD  M0201,,1,1,2018/3/1 12:00:00,26
CPUL806E2A,I,C0FA,,,1,1,2018/3/1 12:00:00,27
CSAMS5K4A1+B,X8,C01F,,,1,1,2018/3/1 12:00:00,1
CSAMS5K4A1+B,X8,C070,,,1,1,2018/3/1 12:00:00,2
CSAMS5K4A1+B,X8,C0GS,DSAMS5K4A1+B,,1,1,2018/3/1 12:00:00,3
CSAMS5K4A1+B,X8,C06E,,,1,1,2018/3/1 12:00:00,4
CSAMS5K4A1+B,X8,C02R,,,1,1,2018/3/1 12:00:00,5
CSAMS5K4A1+B,X8,C0D6,82428TWH  M0182,,1,1,2018/3/1 12:00:00,6
CSAMS5K4A1+B,X8,C020,,,1,1,2018/3/1 12:00:00,7
CSAMS5K4A1+B,X8,C068,,,1,1,2018/3/1 12:00:00,8
CSAMS5K4A1+B,X8,C0B0,82053S    MA020,,1,1,2018/3/1 12:00:00,9
CSAMS5K4A1+B,X8,C021,,,1,1,2018/3/1 12:00:00,10
CSAMS5K4A1+B,X8,C0C0,PC38401908M0194,,1,1,2018/3/1 12:00:00,11
CSAMS5K4A1+B,X8,C06F,,,1,1,2018/3/1 12:00:00,12
CSAMS5K4A1+B,X8,C071,,,1,1,2018/3/1 12:00:00,13
CSAMS5K4A1+B,X8,C02S,,,1,1,2018/3/1 12:00:00,14
CSAMS5K4A1+B,X8,C072,,,1,1,2018/3/1 12:00:00,15
CSAMS5K4A1+B,X8,C0DP,8UVT694   M0451,,1,1,2018/3/1 12:00:00,16
CSAMS5K4A1+B,X8,C0GX,DSAM671603DAR+B,,1,1,2018/3/1 12:00:00,17
CSAMS5K4A1+B,X8,C02G,,,1,1,2018/3/1 12:00:00,18
CSAMS5K4A1+B,X8,C073,,,1,1,2018/3/1 12:00:00,19
CSAMS5K4A1+B,X8,C022,,,1,1,2018/3/1 12:00:00,20
CSAMS5K4A1+B,X8,C0F0,,,1,1,2018/3/1 12:00:00,21
CSAMS5K4A1+B,X8,C06G,,,1,1,2018/3/1 12:00:00,22
CSAMS5K4A1+B,X8,C02T,,,1,1,2018/3/1 12:00:00,23
CSAMS5K4A1+B,X8,C069,,,1,1,2018/3/1 12:00:00,24
CSAMS5K4A1+B,X8,C0D7,8FP4802,,1,1,2018/3/1 12:00:00,25
CSAMS5K4A1+B,X8,C074,,,1,1,2018/3/1 12:00:00,26
CSAMS5K4A1+B,X8,C023,,,1,1,2018/3/1 12:00:00,27
CSAMS5K4A1+B,X8,C075,,,1,1,2018/3/1 12:00:00,28
CSAMS5K4A1+B,X8,C0F1,,,1,1,2018/3/1 12:00:00,29
CSAMS5K4A1+B,X8,C038,9FWWSX-FD M0017,,1,1,2018/3/1 12:00:00,31
CSAMS5K4A1+B,X8,C048,9LAC50    M0142,,1,1,2018/3/1 12:00:00,32
CSAMS5K4A1+B,X8,C076,,,1,1,2018/3/1 12:00:00,35
CSAMS5K4A1+B,X8,C08G,PED030010BM0192,,1,1,2018/3/1 12:00:00,36
CSAMS5K4A1+B,X8,C02V,,,1,1,2018/3/1 12:00:00,37
CSAMS5K4A1+B,X8,C077,,,1,1,2018/3/1 12:00:00,38
CSAMS5K4A1+B,X8,C0GT,PTH-161213M0120,,1,1,2018/3/1 12:00:00,39
CSAMS5K4A1+B,X8,C094,,,1,1,2018/3/1 12:00:00,40
CSAMS5K4A1+B,X8,C07F,,,1,1,2018/3/1 12:00:00,41
CSAMS5K4A1+B,X8,C0F2,,,1,1,2018/3/1 12:00:00,42
CSAMS5K4A1+B,X8,C0I9,PVA3655CT M0197,,1,1,2018/3/1 12:00:00,43
CSAMS5K4A1+B,X8,C02W,,,1,1,2018/3/1 12:00:00,44
CSAMS5K4A1+B,X8,C004,PASAS0240 M0562,,1,1,2018/3/1 12:00:00,45
CSAMS5K4A1+B,X8,C0FA,,,1,1,2018/3/1 12:00:00,46
CSON6541E2B10,O,C0BA,51SONE2BM C1149,,1,1,2018/3/1 12:00:00,1
CSON6541E2B10,O,C072,,,1,1,2018/3/1 12:00:00,2
CSON6541E2B10,O,C051-B,,,1,1,2018/3/1 12:00:00,3
CSON6541E2B10,O,C062-B,,,1,1,2018/3/1 12:00:00,4
CSON6541E2B10,O,C073,,,1,1,2018/3/1 12:00:00,5
CSON6541E2B10,O,C02R,,,1,1,2018/3/1 12:00:00,6
CSON6541E2B10,O,C0D6,8SC3082,,1,1,2018/3/1 12:00:00,7
CSON6541E2B10,O,C022-B,,,1,1,2018/3/1 12:00:00,8
CSON6541E2B10,O,C074,,,1,1,2018/3/1 12:00:00,9
CSON6541E2B10,O,C031,9PNAC4A   M0142,,1,1,2018/3/1 12:00:00,11
CSON6541E2B10,O,C052-B,,,1,1,2018/3/1 12:00:00,12
CSON6541E2B10,O,C061-B,,,1,1,2018/3/1 12:00:00,13
CSON6541E2B10,O,C075,,,1,1,2018/3/1 12:00:00,14
CSON6541E2B10,O,C09C,,,1,1,2018/3/1 12:00:00,15
CSON6541E2B10,O,C08G,PANW-126N M0782,,1,1,2018/3/1 12:00:00,16
CSON6541E2B10,O,C07E,,,1,1,2018/3/1 12:00:00,17
CSON6541E2B10,O,C0F1,,,1,1,2018/3/1 12:00:00,18
CSON6541E2B10,O,C004,PF266854  M0109,,1,1,2018/3/1 12:00:00,19
CSON6541E2B10,O,C0FA,,,1,1,2018/3/1 12:00:00,20
CULSM80L120,X1,C02R,QULISP2TA0M0202,,1,1,2018/3/1 12:00:00,1
CULSM80L120,X1,C030,9PWAC4A   M0089,,1,1,2018/3/1 12:00:00,2
CULSM80L120,X1,C040,21M10035M3M0233,,1,1,2018/3/1 12:00:00,3
CULSM80L120,X1,C050,,,1,1,2018/3/1 12:00:00,4
CULSM80L120,X1,C060,,,1,1,2018/3/1 12:00:00,5
CULSM80L120,X1,C08G,PED32510  M0408,,1,1,2018/3/1 12:00:00,6
CULSM80L120,X1,C02S,,,1,1,2018/3/1 12:00:00,7
CULSM80L120,X1,C0GS,,,1,1,2018/3/1 12:00:00,8
CULSM80L120,X1,C061,,,1,1,2018/3/1 12:00:00,9
CULSM80L120,X1,C02T,,,1,1,2018/3/1 12:00:00,10
CULSM80L120,X1,C068,,,1,1,2018/3/1 12:00:00,11
CULSM80L120,X1,C070,,,1,1,2018/3/1 12:00:00,12
CULSM80L120,X1,C0B0,82035SC,,1,1,2018/3/1 12:00:00,13
CULSM80L120,X1,C020,,,1,1,2018/3/1 12:00:00,14
CULSM80L120,X1,C0C0,PC40401318M0930,,1,1,2018/3/1 12:00:00,15
CULSM80L120,X1,C06E,,,1,1,2018/3/1 12:00:00,16
CULSM80L120,X1,C071,,,1,1,2018/3/1 12:00:00,17
CULSM80L120,X1,C0F0,,,1,1,2018/3/1 12:00:00,18
CULSM80L120,X1,C02U,,,1,1,2018/3/1 12:00:00,19
CULSM80L120,X1,C069,,,1,1,2018/3/1 12:00:00,20
CULSM80L120,X1,C0KC,83128,,1,1,2018/3/1 12:00:00,21
CULSM80L120,X1,C021,,,1,1,2018/3/1 12:00:00,22
CULSM80L120,X1,C02V,,,1,1,2018/3/1 12:00:00,23
CULSM80L120,X1,C038,9FN6502   M0049,,1,1,2018/3/1 12:00:00,24
CULSM80L120,X1,C048,9LAC50    M0142,,1,1,2018/3/1 12:00:00,25
CULSM80L120,X1,C051,,,1,1,2018/3/1 12:00:00,26
CULSM80L120,X1,C01F,,,1,1,2018/3/1 12:00:00,27
CULSM80L120,X1,C0GT,PTEAA08190M0594,,1,1,2018/3/1 12:00:00,28
CULSM80L120,X1,C072,,,1,1,2018/3/1 12:00:00,29
CULSM80L120,X1,C004,PASAS0240 M0562,,1,1,2018/3/1 12:00:00,30
CULSM80L120,X1,C0FA,,,1,1,2018/3/1 12:00:00,31
CULSM80P2CCMC+B,X0,C02R,QULISP2TA0M0202,,1,1,2018/3/1 12:00:00,1
CULSM80P2CCMC+B,X0,C030,9PWAC4A   M0089,,1,1,2018/3/1 12:00:00,2
CULSM80P2CCMC+B,X0,C040,21M10035M3M0233,,1,1,2018/3/1 12:00:00,3
CULSM80P2CCMC+B,X0,C050,,,1,1,2018/3/1 12:00:00,4
CULSM80P2CCMC+B,X0,C060,,,1,1,2018/3/1 12:00:00,5
CULSM80P2CCMC+B,X0,C08G,PED32510  M0408,,1,1,2018/3/1 12:00:00,6
CULSM80P2CCMC+B,X0,C02S,,,1,1,2018/3/1 12:00:00,7
CULSM80P2CCMC+B,X0,C0GS,,,1,1,2018/3/1 12:00:00,8
CULSM80P2CCMC+B,X0,C061,,,1,1,2018/3/1 12:00:00,9
CULSM80P2CCMC+B,X0,C02T,,,1,1,2018/3/1 12:00:00,10
CULSM80P2CCMC+B,X0,C068,,,1,1,2018/3/1 12:00:00,11
CULSM80P2CCMC+B,X0,C0B0,82035SC,,1,1,2018/3/1 12:00:00,12
CULSM80P2CCMC+B,X0,C020,,,1,1,2018/3/1 12:00:00,13
CULSM80P2CCMC+B,X0,C070,,,1,1,2018/3/1 12:00:00,14
CULSM80P2CCMC+B,X0,C0B1,82035SC,,1,1,2018/3/1 12:00:00,15
CULSM80P2CCMC+B,X0,C021,,,1,1,2018/3/1 12:00:00,16
CULSM80P2CCMC+B,X0,C0C0,PC40401318M0930,,1,1,2018/3/1 12:00:00,17
CULSM80P2CCMC+B,X0,C06F,,,1,1,2018/3/1 12:00:00,18
CULSM80P2CCMC+B,X0,C071,,,1,1,2018/3/1 12:00:00,19
CULSM80P2CCMC+B,X0,C0F0,,,1,1,2018/3/1 12:00:00,20
CULSM80P2CCMC+B,X0,C02U,,,1,1,2018/3/1 12:00:00,21
CULSM80P2CCMC+B,X0,C069,,,1,1,2018/3/1 12:00:00,22
CULSM80P2CCMC+B,X0,C0KC,83128,,1,1,2018/3/1 12:00:00,23
CULSM80P2CCMC+B,X0,C022,,,1,1,2018/3/1 12:00:00,24
CULSM80P2CCMC+B,X0,C02V,,,1,1,2018/3/1 12:00:00,25
CULSM80P2CCMC+B,X0,C038,9FN6502   M0049,,1,1,2018/3/1 12:00:00,26
CULSM80P2CCMC+B,X0,C048,9LAC50    M0142,,1,1,2018/3/1 12:00:00,27
CULSM80P2CCMC+B,X0,C051,,,1,1,2018/3/1 12:00:00,28
CULSM80P2CCMC+B,X0,C010,,,1,1,2018/3/1 12:00:00,29
CULSM80P2CCMC+B,X0,C0GT,PTEAA08190M0594,,1,1,2018/3/1 12:00:00,30
CULSM80P2CCMC+B,X0,C072,,,1,1,2018/3/1 12:00:00,31
CULSM80P2CCMC+B,X0,C004,PASAS0240 M0562,,1,1,2018/3/1 12:00:00,32
CULSM80P2CCMC+B,X0,C0FA,,,1,1,2018/3/1 12:00:00,33
